id,title,authors,venue,year
4444,the evolution of effective b-tree : page organization and techniques : a personal account,d lomet,"sigmod record ,",2001
4445,toxgene : an extensible template-based data generator for xml .,"d barbosa , ao mendelzon , j keenleyside , ka lyons",,
4446,a survey ofapproaches toautomatic schema matching,"e rahm , pa bernstein","the vldb journal ,",
4447,composing web services on the semantic web,"b medjahed , a bouguettaya , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",2003
4448,"improving business process quality through exception understanding , prediction , and prevention",d grigori,"vldb ,",2001
4449,anda . pfeffer . generalizedsearchtreesfordatabasesystems,"jm hellerstein , jf naughton","proc . 21st int . conf . very large data bases ,",
4450,advanced database technologies in a diabetic healthcare system,"w hsu , ml lee , bc ooi , pk mohanty , kl teo , c xia","vldb ,",2002
4451,safe and efficient sharing of persistent objects in thor,"b liskov , a adya , m castro , s ghemawat , r gruber ,","sigmod conference ,",1996
4452,emancipating instances from the tyranny of classes in information modeling,"j parsons , y wand","acm transactions on database systems ,",2000
4453,methodology for development and employment of ontology based knowledge management applications,"y sure , s staab","sigmod record ,",2002
4454,"using taxonomy , discriminants , and signatures for navigating in text databases","scbdr agrawal , p raghavan",,
4455,analysis of n-dimensional quadtrees using the hausdorff fâ ?? ractal dimension,"v gaede , hu zu berlin , s str",,
4456,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang","vldb ,",1998
4457,multigranularity locking in multiple job classes transaction processing system,h kong,"sigmod record ,",1995
4458,"ã cents â ? ¬ å?rule languages and internal algebras for rule-based optimizers , ''","m cherniak , sb zdonik","proceedings of the sigmodconference on management of data , & hellip ; ,",
4459,picodbms : scaling down database techniques for the smartcard,"p pucheral , l bouganim , p valduriez , c bobineau","the vldb journal the international journal on very large & hellip ; ,",2001
4460,a nanotechnology-based approach to data storage,"e eleftheriou , p baechtold , g cherubini , a","vldb ,",2003
4461,standard for multimedia databases,jr smith,"proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001
4462,", b. , and widmayer , p. 1997 . a generic approach to bulk loading multidimensional index structures",v den bercken,proceedings of the 23rd international conference on very,
4463,incremental computation of nested relational query expressions,"l baekgaard , l mark","acm transactions on database systems ,",1995
4464,type-checking oql queries in the odmg type systems,s alagic,"acm transactions on database systems ,",1999
4465,bank of america case study : the information currency advantage,"f carino , m jahnke","vldb ,",1998
4466,m-tree : an efficient access method for similarity search in metric spaces,p ciaccia,"vldb ,",1997
4467,incorporating xsl processing into database engines,g moerkotte,,
4468,continuously adaptive continuous queries over streams,"s madden , ma shah , jm hellerstein",,
4469,the bucky object-relational benchmark,mj carey,"sigmod rec ,",1997
4470,a survey of logical models for olap databases,"p vassiliadis , tk sellis","sigmod record ,",1999
4471,database techniques for the world -- wide web . . a survey,"f daniela , l alon , m alberto","sigmod record ,",
4472,andez . schema mapping as query discovery,"r miller , l haas , m hern","proc . of vldb ,",
4473,s. abiteboul . and h. garcia-hlolina . object fusion in mediator systems,y papakonstantinou,proceedings of the end internationul conference on l ã ¨ ry,
4474,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia","c faloutsos , ki lin","md ,",
4475,compressed accessibility map : efficient access control for xml .,"t yu , d srivastava , lvs lakshmanan , hv jagadish","vldb ,",2002
4476,"donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy sources","mt roth , p schwarz","proceedings of vldb conference ,",
4477,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"f bry , s berger , s schaffert","proceedings of the 29 thintl . conference on very large & hellip ; ,",
4478,formal query languages for secure relational databases,"k smith , x qian","acm transactions on database systems ,",1994
4479,storage and retrieval of xml data using relational databases,"s chaudhuri , k shim","data engineering , 2003 . proceedings . 19th international & hellip ; ,",2003
4480,incremental maintenance of externally materialized views,"m staudt , m jarke","vldb ,",1996
4481,irisnet : an architecture for internet-scale sensing services,"s nath , a deshpande , y ke , pb gibbons , b karp , s","proceedings of the international conference on very large & hellip ; ,",2003
4482,r. narasayya . autoadmin ` whatif ` index analysis utility,s chaudhuriandv,proc . of acm sigmod,
4483,alias : an active learning led interactive deduplication system,"s sarawagi , a bhamidipaty , a kirpal , c mouli","vldb ,",2002
4484,1996 . analysis of n-dimensional quadtrees using the hausdorff fractal dimension,"c faloutsos , v gaede","proc . 22nd int . conf . on very large data bases , bombay ,",
4485,sampling large databases for association rules,h toivonen,"vldb ,",1996
4486,on the discovery of interesting patterns in association rules,"s rahayana , a siberschatz","the 24the vldb conference , new york ,",
4487,a framework for clustering evolving data streams,"cc aggarwal , j han , j wang , ps yu","vldb ,",2003
4488,query processing and optimization in rdb,"g antoshnekov , m ziauddin","vldb journal ,",
4489,query rewriting for semistructured data,v vassalos,,1999
4490,query optimization by predicate move-around,"aylis mumick , y sagiv",,
4491,database technologies for electronic commerce,"r agrawal , r srikant , y xu","vldb ,",2002
4492,"optimizing queries across diverse data sources , 23 rdintl","l haas , d kossmann , el wimmers , j yang","conf . on very large databases ( vldb &#39; 97 ) ,",
4493,fast algorithms for projected clustering,"cc aggarwal , c procopiuc , jl wolf , ps yu , js park","sigmod conference ,",1999
4494,manipulating interpolated data is easier than you thought,"s grumbach , p rigaux , l segoufin","vldb ,",2000
4495,next generation database systems wonâ ?? t work without semantics ! panel session,j myopoulos,"sigmod record ,",
4496,improved query performance with variant indexes,", d quass",,
4497,sql open heterogeneous data access,"b reinwald , h pirahesh",,
4498,analysis of databases at the logical level : the dba compagnon project,"f de marchi , s lopes , jm petit , f toumani","sigmod record ,",
4499,andh.-p . kriegel . the pyramid technique : towards breaking the curse of dimensionality,"s berchtold , c bohm",proc . of the acmsigmod international conference on,
4500,singhv ( 1997 ) a one-pass algorithm accurately estimating quantiles for disk-resident data,"k alsabti , s ranka","proceedings of the 23rd conference on very large databases , & hellip ; ,",
4501,learning response time for websources using query feedback and application in query optimization,"jr gruser , l raschid , v zadorozhny , t zhan","the vldb journal the international journal on very large & hellip ; ,",2000
4502,mocha : a self-extensible middleware system for distributed data sources,"m rodriguez-martinez , n roussopoulos",proc . acm sigmod,
4503,database research at ut arlington ( itlab @ cse . uta ),"s chakravarthy , a aslandogan , r elmasri , l fegaras","sigmod record ,",2003
4504,a research status report on adaptation for mobile data acess,"bd nobel , m satyanarayanan","sigmod record ,",
4505,an axiomatic model of dynamic schema evolution in objectbase systems,"rj peters , mt oezsu","acm transactions on database systems ,",1997
4506,the zero latency enterprise,d liles,"proceedings of the international conference on very large & hellip ; ,",2000
4507,access to objects by path expressions and rules,"j frohn , g lausen , h uphoff","proceedings of the international conference on very large & hellip ; ,",1994
4508,thepower of languages forthe manipulation of complex values,"s abiteboul , c beeri","the vldb journal ,",
4509,investigation of algebraic query optimisation for database programming languages,"a poulovassilis , c small",proceedings of the 20th intâ ?? l conference on very large,
4510,the montage extensible datablade architecture,m ubell,"proc . sigmod intl. conf . on management of data ,",1994
4511,pbir-perception-based image retrieval,e chang,,
4512,indexing images in oracle8i,"m annamalai , r chopra , s defazio , s mavris","acm sigmod record ,",2000
4513,automated resolution of semantic heterogeneity in multi-databases,"ar huroson , s pakzad","acm transactions on database systems ,",
4514,scientific olap for the biotech domain,n huyn,"proceedings of the international conference on very large & hellip ; ,",2001
4515,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey .,"rj brunner , j gray , p kunszt , d slutz , as szalay ,",,
4516,fast incremental indexing for full-text information retrieval,"ew brown , jp callan , wb croft","proceedings of the international conference on very large & hellip ; ,",1994
4517,j er ome sim eon.â ?? statix : making xml countâ ??,"j freire , jr haritsa , m ramanath , p roy","proceedings of the 2002 acm sigmod intl. conf . on management & hellip ; ,",
4518,algorithms for mining distance based outliers in large databases,"e knorr , r ng","proceedings of vldb , new york ,",
4519,birch : an efficient data clustering method for large databases,"t zhang , r ramakrishnan , m linvy",proc . of 1996 acm-sigmod int . conf . on management of,
4520,catalog management in websphere commerce suite,t maguire,,
4521,integration of heterogeneous databases without common domains using queries based on textual,ww cohen,"sigmod conference ,",1998
4522,on the computation of multidimensional aggregates,"a sameet , a rakesh , md prasadâ ? ¦","proceedings of the 22nd international conference on very & hellip ; ,",
4523,"a robust , optimization-based approach for approximate answering of aggregation queries","s chaudhuri , g das , v narasayya",proc .,
4524,time-parameterized queries in spatio-temporal databases,"y tao , d papadias","sigmod conference ,",2002
4525,xmill : an efficient compressor for xml data,"l hartmut , d suciu",,
4526,"pm deshpande , jf naughton , a. shukla , â ?? simultaneous optimization and evaluation of multiple",y zhao,proc . acm sigmod,
4527,neil und p. oã cents â ? ¬ â ? cents neil : a critique of ansi sql isolation levels,"h berenson , p bernstein , j gray , jme oã cents",proceedings of the 1995 acm sigmod international conference,
4528,predator : an or-dbms with enhanced data types,"p seshadri , m paskin","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997
4529,"flowback : providing backward recovery for workflow management systems , june 1998","b kiepuszewski , r muhlberger , m orlowska",demonstrated at,
4530,applying formal methods to semantic-based decomposition of transactions,"p ammann , s jajodia , i ray","acm transactions on database systems ,",1997
4531,new sampling-based summary statistics for improving approximate query answers . pages 331 -- 342,"pb gibbons , y matias",,1998
4532,microsoft terraserver : a spatial data warehouse . 1999,"t barclay , j gray , d stuz",microsoft,
4533,"und schek , h.-j. : web service composition with oâ ?? grape and osiris","r weber , c schuler , p neukomm , h schuldt",proceedings of the 29th international conference on very,
4534,indexing on air,"t imielinski , s viswanathan , br badrinath",proceedings of acm sigmod,
4535,fast algo . for mining assoiciation rules,"r agrawal , r srikant","proc . the 20th vldb ,",
4536,an effective hash algorithm for mining association rules,"j park , m chen , p yu",proceedings of the 1995 acm sigmod international conference,
4537,monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",,
4538,the query by image content system,"j ashley , m flickner , j hafner , d lee , w niblack ,",proceedings of the 1995 acm sigmod international conference,
4539,editors . a glossary of temporal database concepts,"cs jensen , j cliord , r elmasri , sk gadia , p hayes ,",acm sigmod,
4540,the x-tree : an index structure for high-dimensional data . 22 ndint,"sd berchtold , d keim , hp kriegel","conf . on very large data bases ,",
4541,a-molina und a. paepcke : starts : stanford proposal for internet meta-searching,"l gravano , cck chang , h garc","proc . of the 1997 acm sigmod int . conference on management & hellip ; ,",
4542,integrating sql databases with contentspecic search engines,"s deloch , nm mattos","proc . vldb , s ,",
4543,j. : ullman . implementing data cubes efficiently,"v harinarayan , a rajaraman","proc . of acm-sigmod int â ?? l conference on management of & hellip ; ,",
4544,rr independence is good : dependency-based histogram synopses for high-dimensional data,"a deshpande , mn garofalakis",proc . 2001 acm sigmod intl. conf . managment of,
4545,why decision support fails and how to fix it,"r kimball , k strehlo","acm sigmod record ,",1995
4546,"ã cents â ? ¬ å?of objects and databases : a decade of turmoil , ''","mj carey , dj dewitt","& hellip ; conferenceonverylargedatabases , bombay , india , september ,",
4547,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri , v narasayya","vldb ,",1997
4548,identifying density-based local outliers,"mm bruenig , hp kriegel , rt ng , j sander","proceedings of the acm sigmod conference on management of & hellip ; ,",
4549,lineage tracing for general data warehouse transformations,"y cui , j widom","the vldb journal the international journal on very large & hellip ; ,",2003
4550,an efficient algorithm for mining association rules in large databases,aseos navathe,,
4551,multidimensional access methods : trees have grown,"t sellis , n roussopoulos , c faloutsos",,
4552,mapping extended entity relationship model to object modeling technique,j fong,"sigmod record ,",1995
4553,b.â $ ozden . resource scheduling for composite multimedia objects . tech,"mn garofalakis , ye ioannidis","memorandum bl0112330-980225-03tm , bell laboratories , february",
4554,capbased-ams - a framework for capability-based and event-driven activity management system,"k karlapalem , hp yeung , pck hung",,
4555,managing intervals efficiently in object-relational databases,"hp kriegel , m poetke , t seidl","vldb ,",2000
4556,multimedia-miner : a system prototype formultimedia data mining,"or zaiane , j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",
4557,towards a theory of cost management for digital libraries and electronic commerce,"ap sistla , o wolfson , y yesha , rh sloan","acm transactions on database systems ,",1998
4558,an annotated bibliography on real-time database systems,o ulusoy,"sigmod record ,",1995
4559,on building an infrastructure for mobile and wireless systems : report on the nsf workshop on an,"b kã ¶ nig-ries , k makki , s makki , c perkins , n","acm sigmod record ,",2002
4560,change detection in hierarchically structured information,"ss chawathe , a rajaraman , h garcia-molina , j widom","sigmod conference ,",1996
4561,unbundling active functionality,"s gatziu , a koschel , h fritschi","sigmod record ,",1998
4562,"wang. , hj ( 1997 ) online aggregation","jm hellerstein , pj haas",proc . acmâ ?? sigmod conference on management of,
4563,graphical interaction with heterogeneous databases,"t catarci , g santucci , j cardiff","the vldb journal the international journal on very large & hellip ; ,",1997
4564,"data mining using two-dimensional optimized association rules for numeric attributes : scheme ,","t fukuda , y morimoto , s morishita , t tokuyama","acm sigmod conference proceedings ,",
4565,andr . ramakrishnan . the case forenhanced abstract data types,"p seshadri , m livny","inproceedings of the23th vldb conference , athens , greece , & hellip ; ,",
4566,improved histograms for selectivity estimation of range predicates proc . of the 1996 acm sigmod,"v poosala , ye ioannidis , pj haas , ej shekita",,1996
4567,database research at the university of oklahoma .,acms anthology,"sigmod record ,",1999
4568,optimizing queries on compressed bitmaps,"s amer-yahia , t johnson","proceedings of the 26th international conference on very & hellip ; ,",2000
4569,"push technology personalization through event correlation , demo , proceed","a adi , d botzer , o etzion , t yatzkar-haham",,2000
4570,metadata for digital media,"w klaus , a sheth","sigmod record , special issue on metadata for digital media , & hellip ; ,",
4571,finding replicated web collections,"j cho , n shivakumar , h garcia-molina","sigmod conference ,",2000
4572,functional-join processing,"r braumandl , j claussen , a kemper , d kossmann","the vldb journal the international journal on very large & hellip ; ,",2000
4573,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor,"kl wu , ps yu , jy chung , jz teng","proceedings of the international conference on very large & hellip ; ,",1995
4574,griddb : a relational interface for the grid,"dt liu , mj franklin , d parekh","proceedings of the 2003 acm sigmod international conference & hellip ; ,",2003
4575,metadata standards for data warehousing : open information model vs. common warehouse metadata,"t vetterli , a vaduva , m staudt","acm sigmod record ,",2000
4576,discover : keyword search in relational databases in proceedings of the international conference on,"v hristidis , y papakonstantinou","hang kong , china ,",
4577,andd . tscichritzis . datamodeling of time-based media,"s gibbs , c breiteneder",proc . of acm,
4578,fas-a freshness-sensitive coordination middleware for a cluster of olap components,"u rohm , k bohm , hj schek , h schuldt","int . conf . on very large data bases ,",2002
4579,toward learning based web query processing,"d yanlei , l hongjun , c ssongtingâ ? ¦","proceedings of 26th international conference on very large & hellip ; ,",
4580,hierarchical prex cubes for range-sum queries,"cy chan , ye ioannidis",proceedings of the 25th international conference on very,
4581,tribeca : a stream database manager for network traffic analysis,m sullivan,"proceedings of the international conference on very large & hellip ; ,",1996
4582,generalized search trees for database systems,"jm hellerstein , jf naughton , a pfeffer","vldb ,",1995
4583,pc database systems-present and future,pa bernstein,"proceedings of the international conference on very large & hellip ; ,",1994
4584,solving satisfiability and implication problems in database systems,"s guo , w sun , ma weiss","acm transactions on database systems ,",1996
4585,time series similarity search measures and time series indexing,"d gunopoulos , g das","proceedings of the acm sigmod ,",
4586,0 . gruber . efficient incremental garbage collection for client-server object database systems,"l amsaleg , m franklin","procs . of the international conf . on very large databases , & hellip ; ,",
4587,sprint : a scalable parallel classifier for data mining,"cs john , r agrawal , m mehta","proc . 22nd int . conf . very large databases ,",
4588,schematic and semantic similarities between database objects : a context-based approach,"v kashyap , a sheth","vldb journal ,",
4589,"the hb ^ î - tree : a multi-attribute index supporting concurrency , recovery and node consolidation","g evangelidis , d lomet , b salzberg","the vldb journal the international journal on very large & hellip ; ,",1997
4590,beyond market baskets : generalizing association rules to correlations,"s brin , c silverstein",,1996
4591,capbased-ams : a capability-based and event-driven activity management system ( demonstrations ),"pck hung , hp yeung , k karlapalem","proceedings of the acm sigmod conference on management of & hellip ; ,",
4592,"k. & sarawagi , s. ( 2001 ) . automatic segmentation of text into structured records",vd borkar,proceedings of the 2001 acm sigmod international conference,
4593,a scalable hash ripple join algorithm,g luo,,
4594,a logical view of structured files,"s abiteboul , s cluet , t milo","the vldb journal the international journal on very large & hellip ; ,",1998
4595,report on ngits ' 99 : the 4th international workshop on next generation information technologies and,acms anthology,"sigmod record ,",1999
4596,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"d xin , j han , x li , bw wah","proceedings of the international conference on very large & hellip ; ,",2003
4597,semantic assumptions and query evaluation in temporal databases,"c bettini , xs wang , e bertino , s jajodia","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
4598,devise : integrated querying and visual exploration of large datasets,"r ramkrishnan , m livny","proc . sigmod ,",
4599,toweavetheweb,pag mecca,"proceedings of vldb ,",
4600,the infosleuth project .,"acms anthology , p edition",,
4601,rainbow : distributed database system for classroom education and experimental research,"a helal , h li","proceedings of the international conference on very large & hellip ; ,",2000
4602,aquery : query language for ordered data,"a lerner , d shasha","optimization techniques , and experiments , in vldb ,",
4603,fast algorithms for mining association rules . ( 1994 ),"r agrawal , r srikant","proceedings of vldb , international conference on very large",
4604,the sift information dissemination system,"tw yan , h garcia-molina","acm transactions on database systems ,",1999
4605,rights protection for relational data,r sion,,
4606,special section on advanced xml data processing,k aberer,"acm sigmod record ,",
4607,m. ( 1997 ) . distance-based indexing for high-dimensional metric spaces,to bozkaya,proceedings acm sigmod international conference on,
4608,automatic discovery of language models for text documents,"j callan , m connell , a du","acm sigmod conference ,",
4609,a quantitative analysis and performance study for similarity-search methods in high-dimensional,"r weber , hj schek , s blott","vldb ,",1998
4610,microsoft site server ( commerce ed . ) : talk-slides available at the conference,b ojjeh,"proceedings of the 1999 acm sigmod international conference & hellip ; ,",1999
4611,a data warehousing architecture for enabling service provisioning process,y kotidis,"proceedings of the international conference on very large & hellip ; ,",2001
4612,bspatial join selectivity using power laws,"c faloutsos , b seeger , a traina , c traina",proc . of acm-sigmod conference on the management of,
4613,"probabilistic temporal databases , part i : algebra","a dekhtyar , r ross , vs subrahmanian","acm transactions on database systems ,",
4614,walking through a very large virtual environment in real-time . 27th int,"l shou , j chionh , z huang , y ruan , kl tan","conf . on very large data bases ,",
4615,reconciling schemas of disparate data sources : a machine-learning approach,"a doan , p domingos , ay halevy","sigmod conference ,",2001
4616,first-class views : a key to user-centered computing,"a rosenthal , e sciore","acm sigmod record ,",1999
4617,amdb : an access method debugging toolkit,"m kornacker , m shah , jm hellerstein","proc . acm-sigmod international conference on management of & hellip ; ,",
4618,thã © mis : a database programming language handling integrity constraints,"v benzaken , a doucet","the vldb journal the international journal on very large & hellip ; ,",1995
4619,watchman : a data warehouse intelligent cache manager,"p scheuermann , j shim , r vingralek","proceedings of the international conference on very large & hellip ; ,",1996
4620,low-cost compensation-based query processing,"o grwlen , so hvasshovd , o torbjgrnsen",,
4621,distance-based indexing for high-dimensional metric spaces,"t bozkaya , m ozsoyoglu","sigmod rec ,",1997
4622,integration of heterogeneous databases without common domains using queries based textual similarity,w cohen,"proceedings of the acm sigmod international conference on & hellip ; ,",
4623,a query language and processor for a web-site management system,"m fernandez , d florescu , a levy , d suciu",,
4624,jo querying heterogeneous information sources using source descriptions,"ay levy , a rajaraman",proceedings of the 22th international conference on very,
4625,logical and physical versioning in main memory databases,"r rastogi , s seshadri , p bohannon , dw leinbaugh , a","proceedings of the 23rd international conference on very & hellip ; ,",1997
4626,"sql : 1999 , formerly known as sql3","a eisenberg , j melton","sigmod record ,",1999
4627,"ands . m. sripada , â ?? tsql2 language specification , â ??","rt snodgrass , i ahn , g ariav , ds batory , j","sigmod record ,",
4628,anew sql-like operator formining association rules,"r meo , g psaila , s ceri",,
4629,semantic interoperability in information services :,a gal,"sigmod record ,",1999
4630,srikant r. fastalgorithms formining association rules in large databases,r agrawal,"proceedings of the 20th international conference on very & hellip ; ,",
4631,formal semantics and analysis of object queries,gm bierman,,
4632,priority assignment in real-time active databases,d towsley,"the vldb journal the international journal on very large & hellip ; ,",1996
4633,storing semistructured data with stored,"a deutsh , m fernandezâ ? ¦","proc of acm sigmod conf . on management of data ,",
4634,a tsql2 tutorial,rt snodgrassâ ? ¦,"sigmod record ,",1994
4635,a survey of approaches to automatic schema matching,"s melnik , e rahm , pa bernstein","journal of web semantics ,",
4636,ã cents â ? ¬ å?database techniques for the world-wide web : a surveyã cents â ? ¬ â ?,"d florescu , ay levy , ao mendelzon",sigmod,
4637,the ecrc multi database system,"w jonker , h schã 1/4 tz","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
4638,supporting frequent updates in r-trees : a bottom-up approach,"ml lee , w hsu , cs jensen , b cui , kl teo","vldb ,",2003
4639,ensuring relaxed atomicity for flexible transactions in multidatabase systems . in proceedings of the,a zhangâ ? ¦,"acm press . minneapolis , minnesota , usa",
4640,influencing database language standards,l gallagher,"sigmod record ,",1994
4641,rondo : a programming platform for generic model management ( extended version ),"s melnik , e rahm , pa bernstein","technical report , leipzig university , 2003 . available at http : / /",
4642,an efficient clustering for large database,"s guha , r rastogi , k shim",proceedings of the acm sigmod international conference on,
4643,constructing efficient decision trees by using optimized numeric association rules,"t fukuda , y morimoto","vldb ,",1996
4644,versioning and configuration management in an object-oriented data model,e sciore,"the vldb journal the international journal on very large & hellip ; ,",1994
4645,capturing both types and constraints in data integration,"m benedikt , cy chan , w fan , j freire , r rastogi","sigmod conference ,",2003
4646,partition selection policies in object oriented database garbage collection,"je cook , al wolf , bg zorn",,1994
4647,efficient management of multiversion documents by object referencing,"sycvj tsotras , c zaniolo",,
4648,plan-per-tuple optimization solution-parallel execution of expensive user-defined functions,"f carifio , woâ ?? connell",,
4649,template-based wrappers in the tsimmis system .,"acms anthology , p edition",,
4650,"integrating reliable memory in databases , vldb '97","wt ng , pm chen","proceedings of 23th international conference on very large & hellip ; ,",
4651,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic","sigmod conference ,",1997
4652,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori","acm transactions on database systems ,",2003
4653,psoup : a system for streaming queries over streaming data,"s chandrasekaran , mj franklin","the vldb journal the international journal on very large & hellip ; ,",2003
4654,data modelling in the large,m bertram,"sigmod record ,",1994
4655,rainforestâ ?? a framework for fast decision tree classification of large datasets,"j gehrke , r ramakrishnan , v ganti","proc . of the vldb conference , august , new york city , ny ,",
4656,information systems research at rwth aachen,m jarke,"sigmod record ,",1995
4657,supporting top-k join queries in relational databases,"if ilyas , wg aref , ak elmagarmid","the vldb journal ,",2004
4658,comparing hybrid peer-to-peer systems,byh garcia-molina,"27 thinternational conference on very large data bases ,",
4659,"temporal probabilistic databases , i : algebra","a dekhtyar , r ross , vs subrahmanian","acm transactions on database systems ,",
4660,spatial hash-joins,"ml lo , cv ravishankar","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996
4661,contracting in the days of ebusiness,"w huemmer , w lehner , h wedekind","sigmod record ,",2002
4662,ensuring semi-atomicity for flexible transactions in multi-database system,"a zhang , m nordine , b bhargava , o bukhres",proc . sigmod,
4663,fas - a freshness-sensitive coordination middleware for a cluster of olap components,"u roehm , k boehm , hj schek , h schuldt","vldb ,",2002
4664,"bdomino : databases for moving objects tracking ( demo ) , ^ in proceedings of the acm international","o wolfson , ap sistla , b xu , j zhou , s chamberlain",,1999
4665,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,"g qian , q zhu , q xue , s pramanik","proceedings of the international conference on very large & hellip ; ,",2003
4666,logical and physical versioning in main memory databases,"p bohannon , d leinbaugh , r rastogi , s seshadri , a","proceedings of the international conference on very large & hellip ; ,",1997
4667,discovery of multiple-level association rules from large databases in proc . 1995 vldb,"j han , y fu","zurich , switzerland , sept ,",
4668,statistics on views,"f waas , c galindo-legaria , mc wu , m joshi","proceedings of the 29th international conference on very & hellip ; ,",
4669,walking through a very large virtual environment in real-time,"l shou , j chionh , z huang , y ruan , kl tan","proceedings of the 27th international conference on very & hellip ; ,",2001
4670,database performance in the real world - tpc-d and sap r/3 ( experience paper ),"j doppelhammer , t hoeppler , a kemper , d kossmann","sigmod conference ,",
4671,distance browsing in spatial databases,"h samet , g hjaltason","acm tods ,",
4672,the semantic web workshop at the 11th international www conference ( www-2002 ),"m frank , n noy , w staab","sigmod record ,",
4673,snakes and sandwiches : optimal clustering strategies or a warehouse,"hv jagadish , lv lakshmanan , d srivastava","proceedings of the 1999 acm sigmod conference , philadelphia ,",
4674,"b. , bouguettaya , a. , ngu , a. hh , and elmagramid , ak , â ?? business-to-business interactions : issues and",bb medjahed,vldb,
4675,improving data access of j2ee applications by exploiting asynchronous messaging and caching services,"s kounev , ap buchmann","vldb ,",2002
4676,mpeg-7 and multimedia database systems,h kosch,"sigmod record ,",2002
4677,information integration : the momis project demonstration . supporting multiple inheritance,"d beneventano , s bergamaschi , s castano , a corni ,",proc . int . conf . on very large data bases,
4678,a template-based data generator for xml,"d barbosa , a mendelzon , j keenleyside , ktx lyons","proceedings of the fifth international workshop on the web & hellip ; ,",
4679,contextualizing the information space in federated digital libraries,"m papazoglou , j hoppenbrouwers","sigmod record ,",1999
4680,an introduction to spatial database system,r gunting,"proceedings for the international conference on very large & hellip ; ,",
4681,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
4682,reai-time index concurrency control,jr haritsa,"sigmod record ,",1996
4683,metadata in video databases,"r jam , a hampapur","sigmod record ( acm spectal interest group on management of & hellip ; ,",
4684,online dynamic reordering for interactive data processing,"v raman , b raman , jm hellerstein","vldb ,",1999
4685,declare and sds : early efforts to commercialize deductive database technology,"w kleã?ling , h schmidt , w strauã ? , g dã 1/4 nzinger","the vldb journal the international journal on very large & hellip ; ,",1994
4686,the dangers of replication and a solution,"j gray , p helland","sigmod conference ,",1996
4687,fromnested-loop to join queries inoodb,"h steenhaben , p apers , h blanken , r de by","proc . int . conf . on very largedata bases ( vldb ) ,",
4688,"the reach active oodbms , 1995","ap buchmann , a deutsch , j zimmermann",technical university,
4689,"domains , relations and religious wars","s rcamp , i ls","sigmod record ,",1996
4690,a scalable algorithm for answering queries using views proc . of the int,"r pottinger , ay levy","conf . on very large data bases ( vldb ) ,",
4691,research in database engineering at the university of namur,jl hainaut,"sigmod record ,",2003
4692,query processing over object views of relational data,"g fahl , t risch","the vldb journal the international journal on very large & hellip ; ,",1997
4693,xl : a platform for web services,"d florescu , d kossmann",,
4694,data extraction and transformation for the data warehouse,c squire,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
4695,application servers and associated technologies,c mohan,,
4696,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla","sigmod conference ,",1996
4697,hill : weaving relations for cache performance,"a ailamaki , dj dewitt , d mark","submitted for publication , february ,",
4698,incremental maintenance for materialized views over semistructured data,"s abiteboul , j mchugh , m rys , v vassalos , jl","vldb ,",1998
4699,rule languages and internal algebras for rule-based optimizers,"m chemiack , s zdonik","proc . of the acm slgmod int . co @ on management of data ,",
4700,"ã cents â ? ¬ å?an overview of data warehousing and olap technologies , ã cents â ? ¬ â ? proc","s chaudhuri , u dayal","acm sigmod ,",
4701,the casefor enhanced abstract datatypes,"p seshadri , m livny , r ramakrishnan",proceedings of the 23th vldb,
4702,of xml and databases : whereâ ?? s the beef,"p discussion , mj carey","acm sigmod conference ,",
4703,adept : an agent-based approach to business process management .,acms anthology,"sigmod record ,",1998
4704,"d. sha sha : database tuning : principles , experiments , and troubleshooting techniques",p bonnet,,2002
4705,a stream database for network applications,"c cranor , t johnson , o spataschek , vs gigascope",proceedings of the 2003 acm sigmod international conference,
4706,"s. , paraboschi , s. , pozzi , g. ( 2000 ) . specification and implementation of exceptions in workflow",fc casati,acm transaction on database,
4707,the reach active oodbms .,"acms anthology , p edition",,
